school,real_size,size,state,setting,status,meanprob,lowprob,highprob,meaNActive,lowactive,highactive,meanincub,lowincub,highincub,meantot,lowtot,hightot,instate,outstate
New Jersey City University,6508,5210,New Jersey,Large City,NA,100.0,100.0,100.0,31,17,61,14,7,30,45,24,91,44.55486579864261,0.09957907364196898
New Jersey Institute of Technology,8479,6380,New Jersey,Large City,public,100.0,100.0,100.0,39,22,78,18,9,38,57,31,116,55.66774635117246,1.5036473698860466
New Mexico Highlands University,1933,1315,New Mexico,Town,public,100.0,99.0,100.0,9,3,22,4,1,10,13,4,32,6.149001154825686,6.202729627487171
New Mexico Institute of Mining and Technology,1471,1294,New Mexico,Town,NA,99.96,92.24,100.0,5,2,14,2,1,7,7,3,21,6.021322559418176,1.694352450153841
New Mexico State University - Main Campus,11711,9703,New Mexico,Suburb,public,100.0,100.0,100.0,55,20,141,23,7,65,78,27,206,46.847830226923605,30.860388733156782
New York Institute of Technology,3663,3234,New York,Suburb,NA,100.0,99.9,100.0,8,5,14,4,2,7,12,7,21,9.430921491005034,2.2614204191720546
New York University,26418,25347,New York,Large City,NA,100.0,100.0,100.0,90,48,180,41,21,85,131,69,265,22.685346580951112,108.53767236262057
Newberry College,1177,1158,South CaroliNA,Town,private,100.0,99.97,100.0,11,5,21,6,3,11,17,8,32,15.038490290909207,1.1974779787057106
Newman University,2811,1013,Kansas,Large City,private,99.14,88.7,100.0,3,2,7,1,1,3,4,3,10,1.5959802746506877,3.134561881110234
Niagara University,2998,2827,New York,Suburb,private,99.99,99.58,100.0,6,4,11,3,2,5,9,6,16,7.798087887201945,1.4398556322997234
Nicholls State University,5684,4662,LouisiaNA,Small City,public,100.0,100.0,100.0,28,13,62,13,6,30,41,19,92,39.21595628056794,1.9069110411944936
Nichols College,1339,1232,Massachusetts,Suburb,private,99.27,93.4,99.99,3,2,6,2,1,3,5,3,9,3.5375318049073634,1.370763615562555
Norfolk State University,4684,4011,Virginia,Midsize City,NA,100.0,100.0,100.0,15,7,28,8,3,15,23,10,43,18.981805915446888,3.8004753331696155
North CaroliNA A & T State University,10339,9347,North CaroliNA,Large City,NA,100.0,99.99,100.0,14,6,29,6,3,14,20,9,43,11.988229359049532,7.732813912726376
North CaroliNA Central University,6355,5363,North CaroliNA,Large City,NA,100.0,99.65,100.0,8,4,17,4,2,8,12,6,25,7.110751031272239,4.6972070212177295
North CaroliNA State University,24149,21384,North CaroliNA,Large City,NA,100.0,100.0,100.0,29,14,62,13,6,29,42,20,91,29.30247167183385,12.20784814871337
North CaroliNA Wesleyan College,2090,1754,North CaroliNA,Small City,NA,99.87,95.47,100.0,4,2,9,2,1,4,6,3,13,1.6585037816092945,4.960540068505672
North Central College,2772,2634,Illinois,Midsize City,NA,98.97,91.47,99.99,3,2,6,1,1,3,4,3,9,3.9889940210911976,0.5841048834293785
North Central University,1081,912,Minnesota,Large City,NA,79.72,52.41,97.1,1,1,2,1,0,1,2,1,3,0.3227080914133125,1.269644231716386
North Dakota State University - Main Campus,11981,10782,North Dakota,Midsize City,NA,100.0,100.0,100.0,26,11,66,15,5,42,41,16,108,34.98893152321798,6.302676442895582
North Greenville University,2359,2080,South CaroliNA,Rural,NA,100.0,100.0,100.0,20,10,40,10,5,22,30,15,62,28.921374889682088,1.7400142858420733
North Park University,2033,1812,Illinois,Large City,NA,98.91,90.06,99.99,3,2,6,1,1,3,4,3,9,1.9858696149042296,2.520516949206726
Northcentral University,90,14,California,Large City,NA,37.59,18.14,67.82,0,0,1,0,0,0,0,0,1,0.0,0.4692462672638115
Northeastern Illinois University,7113,4164,Illinois,Large City,NA,100.0,99.78,100.0,8,4,15,3,2,7,11,6,22,11.14659516864886,0.020020291746151615
Northeastern State University,6830,4753,Oklahoma,Town,NA,100.0,99.98,100.0,14,6,34,7,3,18,21,9,52,18.382824706286993,2.600884211330515
Northeastern University,13824,13786,Massachusetts,Large City,private,100.0,100.0,100.0,39,21,75,18,9,35,57,30,110,18.581620130470085,37.4832859389679
Northern ArizoNA University,27092,21990,ArizoNA,Small City,NA,100.0,100.0,100.0,128,69,250,57,30,114,185,99,364,128.69901327946545,56.624447770428155
Northern Illinois University,13456,11788,Illinois,Suburb,public,100.0,100.0,100.0,15,8,31,7,4,14,22,12,45,20.47986863522087,1.5028712576489058
Northern Kentucky University,12326,8962,Kentucky,Suburb,public,100.0,100.0,100.0,22,10,49,10,5,24,32,15,73,21.806423668601234,9.960065229495278
Northern Michigan University,7018,6207,Michigan,Town,NA,100.0,99.99,100.0,14,7,31,7,3,16,21,10,47,18.014895983680837,2.9002851762134663
Northern State University,3164,1346,South Dakota,Town,NA,100.0,99.54,100.0,7,4,13,3,2,7,10,6,20,6.3275144120129685,3.620661570990935
Northland College,631,594,Wisconsin,Town,private,62.42,39.45,86.74,1,0,1,0,0,1,1,0,2,0.14307570034224185,0.8329160774022059
Northwest Christian University,604,444,Oregon,Midsize City,NA,84.9,62.95,98.2,1,1,3,1,0,1,2,1,4,0.64354641502603,1.2387509979376583
Northwest Missouri State University,5478,4806,Missouri,Town,NA,99.99,97.37,100.0,7,3,17,3,1,8,10,4,25,7.006482997717784,2.7975168744008085
Northwest Nazarene University,1482,1125,Idaho,Suburb,NA,99.5,89.24,100.0,3,2,9,2,1,6,5,3,15,2.5385000498447527,2.749348889232154
Northwest University,946,929,Washington,Suburb,NA,96.87,85.21,99.99,2,1,6,1,1,4,3,2,10,2.4495623627193956,1.0069210524859065
Northwestern College - 2,1039,997,Iowa,Town,private,95.67,73.2,99.95,2,1,5,1,0,3,3,1,8,1.497562797202545,1.6340027662637784
University of Northwestern - St Paul,3325,2033,Minnesota,Suburb,NA,97.8,82.71,99.99,3,1,6,1,1,3,4,2,9,1.2365044041358575,2.5721063178626298
Northwestern Oklahoma State University,1881,1329,Oklahoma,Town,NA,99.93,95.0,100.0,5,2,12,2,1,6,7,3,18,4.153879325263127,3.0972003927632947
Northwestern State University of LouisiaNA,9440,5471,LouisiaNA,Town,public,100.0,100.0,100.0,52,24,116,23,10,53,75,34,169,60.503801304908315,14.76240147286409
Northwestern University,8699,8205,Illinois,Small City,NA,100.0,100.0,100.0,25,13,52,11,5,24,36,18,76,3.8603673951653312,31.94441219622446
Norwich University,3229,2542,Vermont,Town,private,100.0,99.76,100.0,8,4,17,4,2,8,12,6,25,0.0022105565320840403,11.93870377037086
Notre Dame College,1736,1216,Ohio,Suburb,NA,98.39,88.6,99.96,3,2,5,1,1,3,4,3,8,3.966496135732596,0.1592343949610835
Notre Dame de Namur University,922,718,California,Suburb,private,99.82,96.11,100.0,4,2,9,2,1,4,6,3,13,5.92294862675308,0.360203802569807
Nova Southeastern University,4501,3154,Florida,Suburb,NA,100.0,100.0,100.0,37,19,74,18,9,37,55,28,111,46.29069330834242,8.30192593177868
Nyack College,1397,1131,New York,Suburb,NA,99.28,93.85,99.99,3,2,6,2,1,3,5,3,9,2.6293850737398508,2.290072287424546
Oakland City University,1112,572,IndiaNA,Town,NA,95.67,83.11,99.72,2,1,4,1,1,2,3,2,6,2.922962594938136,0.2126948540673545
Oakland University,15902,12549,Michigan,Suburb,NA,100.0,100.0,100.0,35,17,78,17,8,40,52,25,118,51.6254134721845,0.8981536153389749
Oakwood University,1648,1521,Alabama,Midsize City,private,99.99,98.87,100.0,6,3,13,3,1,6,9,4,19,1.347898720382023,7.794745435942469
Oberlin College,2828,2790,Ohio,Town,NA,100.0,99.73,100.0,8,4,16,4,2,8,12,6,24,0.4771021295338736,11.038935276080668
Occidental College,1976,1952,California,Large City,private,100.0,99.61,100.0,7,4,15,3,2,7,10,6,22,6.98454016059634,3.758053246022427
Oglethorpe University,1253,1166,Georgia,Suburb,NA,99.46,85.47,100.0,4,1,9,2,1,5,6,2,14,2.694634325032894,2.5058900744507846
Ohio Christian University,3988,2429,Ohio,Town,NA,100.0,99.8,100.0,8,4,16,4,2,8,12,6,24,7.21967781309347,4.899347076234994
Ohio Dominican University,1176,957,Ohio,Large City,NA,95.66,80.59,99.77,2,1,4,1,0,2,3,1,6,2.4907537644783107,0.640339733513062
Ohio Northern University,2315,2092,Ohio,Town,private,99.82,96.29,100.0,4,2,8,2,1,4,6,3,12,4.303274109521213,2.0271910136855715
Ohio State University - Lima Campus,1007,844,Ohio,Rural,public,90.58,71.4,98.83,2,1,3,1,0,1,3,1,4,2.3457521368748786,0.013505686473925999
Ohio State University - Main Campus,45943,42003,Ohio,Large City,NA,100.0,100.0,100.0,85,45,162,39,19,77,124,64,239,90.61666230842876,32.72323448786374
Ohio State University - Newark Campus,2605,2218,Ohio,Suburb,NA,99.78,96.09,100.0,4,2,8,2,1,4,6,3,12,6.047971112620574,0.06632231669508773
Ohio University - Main Campus,23167,17695,Ohio,Town,public,100.0,100.0,100.0,38,21,71,18,9,34,56,30,105,49.08538967969088,6.787298139850367
Ohio Valley University,528,435,West Virginia,Small City,NA,75.18,49.41,94.72,1,0,2,0,0,1,1,0,3,0.05034062348882887,1.3364775356373841
Ohio Wesleyan University,1557,1545,Ohio,Suburb,private,99.32,91.98,100.0,3,2,7,2,1,3,5,3,10,1.789132985752026,3.189918850042482
Oklahoma Baptist University,1962,1835,Oklahoma,Town,NA,100.0,99.03,100.0,8,3,19,3,1,8,11,4,27,3.4978548164400878,7.663105889084577
Oklahoma Christian University,1976,1846,Oklahoma,Large City,NA,100.0,99.48,100.0,9,4,21,4,1,9,13,5,30,2.2338765602163857,10.101882765354517
Oklahoma City University,1715,1579,Oklahoma,Large City,NA,99.99,98.27,100.0,7,3,16,3,1,7,10,4,23,2.397882687422146,7.131186169796358
Oklahoma Panhandle State University,1136,852,Oklahoma,Rural,public,99.9,94.84,100.0,5,2,11,2,1,5,7,3,16,1.4732274530034646,5.399339574562984
Oklahoma State University - Main Campus,20992,18221,Oklahoma,Town,NA,100.0,100.0,100.0,84,36,198,35,14,86,119,50,284,41.57555324666016,77.52483293903562
Oklahoma Wesleyan University,1005,609,Oklahoma,Town,NA,99.5,89.81,100.0,4,2,9,2,1,4,6,3,13,1.4930212959420908,3.7713322035175123
Old Dominion University,19543,15036,Virginia,Midsize City,public,100.0,100.0,100.0,66,29,122,35,14,66,101,43,188,95.14013070072079,5.140294444794735
Olivet College,1178,1032,Michigan,Rural,private,97.99,83.86,99.98,3,1,6,1,1,3,4,2,9,3.801248095681926,0.09928497918133072
Olivet Nazarene University,3377,3113,Illinois,Suburb,NA,99.95,98.08,100.0,5,3,11,2,1,5,7,4,16,3.1795874481918434,4.476368081651587
Oral Roberts University,3384,2866,Oklahoma,Large City,private,100.0,99.98,100.0,13,6,32,6,2,14,19,8,46,3.0001810511260576,16.281049222819725
Oregon Institute of Technology,5380,2284,Oregon,Town,NA,100.0,99.75,100.0,7,4,13,3,2,8,10,6,21,7.090818756387725,3.086557227520481
Oregon State University,25835,18829,Oregon,Small City,NA,100.0,100.0,100.0,42,25,80,21,12,42,63,37,122,28.98320505837414,33.67563903243412
Ottawa University - Online,156,85,Kansas,Town,NA,61.04,33.36,88.88,1,0,2,0,0,1,1,0,3,0.036868491462388166,0.898223813661794
Ottawa University - Ottawa,669,646,Kansas,Town,NA,76.53,47.93,95.89,1,0,2,0,0,1,1,0,3,0.32330830974709623,1.1189837926974953
Otterbein University,2483,2294,Ohio,Suburb,private,99.84,96.52,100.0,4,2,8,2,1,4,6,3,12,5.245784688943522,1.1791067436460838
Ouachita Baptist University,1542,1500,Arkansas,Town,private,100.0,99.1,100.0,8,3,19,3,1,7,11,4,26,1.484352141765353,9.692027519033987
University of Holy Cross,912,457,LouisiaNA,Large City,private,99.85,94.6,100.0,4,2,10,2,1,5,6,3,15,6.390642529133747,0.05908675796396776
Our Lady of the Lake University,1344,1221,Texas,Large City,NA,100.0,99.99,100.0,16,7,38,6,2,14,22,9,52,21.955057462193036,0.20657727214941363
Pace University - New York,8670,7878,New York,Large City,NA,100.0,100.0,100.0,22,12,40,10,5,19,32,17,59,15.54097321484471,16.049307693734335
Pacific Lutheran University,2764,2655,Washington,Suburb,NA,100.0,99.69,100.0,7,4,15,4,2,9,11,6,24,7.29734895480778,2.7827119089832473
Pacific Union College,1227,1077,California,Rural,NA,99.98,98.74,100.0,6,3,12,3,1,6,9,4,18,7.65810168551758,0.8851987338262044
Pacific University,1876,1818,Oregon,Suburb,NA,99.16,92.4,100.0,3,2,7,2,1,4,5,3,11,1.1380144173969475,3.6313893587323087
Paine College,425,328,Georgia,Midsize City,NA,83.65,50.42,99.09,1,0,3,1,0,2,2,0,5,0.9371339374836621,0.867262039630406
